customer_id,offer_id,received_time,viewed_time,completed_time,offer_combo,transaction_time,amount
00bc42a62f884b41a13cc595856cf7c3,2906b810c7d4411798c6938adc9daaa5,0,6.0,18.0,discount-10-2-7,18,19.84
00bc42a62f884b41a13cc595856cf7c3,ae264e3637204a6fb9bb56bc8210ddfd,336,372.0,390.0,bogo-10-10-7,390,17.03
00bc42a62f884b41a13cc595856cf7c3,fafdcd668e3743c1bb461111dcafc2a4,576,582.0,618.0,discount-10-2-10,618,15.52
00bc983061d3471e8c8e74d31b7c8b6f,ae264e3637204a6fb9bb56bc8210ddfd,168,264.0,282.0,bogo-10-10-7,282,14.11
00c20a9202d5475190b31a24de6fb06d,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,558.0,594.0,discount-20-5-10,594,19.16
00c20a9202d5475190b31a24de6fb06d,4d5c57ea9a6940dd891ad53e9dbe8da0,576,576.0,576.0,bogo-10-10-5,576,16.72
00c20a9202d5475190b31a24de6fb06d,f19421c1d4aa40978ebb69ca19b0e20d,0,0.0,54.0,bogo-5-5-5,54,22.58
00c6035df45840038a72766c6d27a0db,2298d6c36e964ae4a3e7e9706d1fb8c2,576,582.0,594.0,discount-7-3-7,594,14.76
00c6035df45840038a72766c6d27a0db,ae264e3637204a6fb9bb56bc8210ddfd,168,180.0,180.0,bogo-10-10-7,180,28.88
00c6035df45840038a72766c6d27a0db,fafdcd668e3743c1bb461111dcafc2a4,0,6.0,48.0,discount-10-2-10,48,13.8
00c91f31f5f74e769fa7a359b63e1a9f,2298d6c36e964ae4a3e7e9706d1fb8c2,336,342.0,342.0,discount-7-3-7,342,8.91
00c91f31f5f74e769fa7a359b63e1a9f,2298d6c36e964ae4a3e7e9706d1fb8c2,576,588.0,666.0,discount-7-3-7,666,12.14
00cf1bbec83f4a658f8994e556db4633,2906b810c7d4411798c6938adc9daaa5,504,516.0,564.0,discount-10-2-7,564,33.28
00cf1bbec83f4a658f8994e556db4633,fafdcd668e3743c1bb461111dcafc2a4,336,438.0,564.0,discount-10-2-10,564,33.28
00d6dc87be4146ceb47fcd4baaaf6477,4d5c57ea9a6940dd891ad53e9dbe8da0,576,642.0,642.0,bogo-10-10-5,642,22.75
00d6dc87be4146ceb47fcd4baaaf6477,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,12.0,36.0,bogo-5-5-7,36,22.08
00d6dc87be4146ceb47fcd4baaaf6477,f19421c1d4aa40978ebb69ca19b0e20d,336,348.0,354.0,bogo-5-5-5,354,42.75
00d6dc87be4146ceb47fcd4baaaf6477,fafdcd668e3743c1bb461111dcafc2a4,504,504.0,504.0,discount-10-2-10,504,39.69
00d791e20c564add8056498e40eb56cc,2298d6c36e964ae4a3e7e9706d1fb8c2,0,6.0,102.0,discount-7-3-7,102,5.26
00d791e20c564add8056498e40eb56cc,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,510.0,582.0,bogo-5-5-7,582,10.38
00d791e20c564add8056498e40eb56cc,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,414.0,bogo-5-5-5,414,8.11
00d7c95f793a4212af44e632fdc1e431,4d5c57ea9a6940dd891ad53e9dbe8da0,0,12.0,84.0,bogo-10-10-5,84,29.39
00d7c95f793a4212af44e632fdc1e431,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,498.0,504.0,bogo-5-5-7,504,18.58
00d7c95f793a4212af44e632fdc1e431,fafdcd668e3743c1bb461111dcafc2a4,576,654.0,666.0,discount-10-2-10,666,24.94
00d91c5919514448bc4f718e4e3f26ab,ae264e3637204a6fb9bb56bc8210ddfd,576,582.0,708.0,bogo-10-10-7,708,25.38
00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,408,408.0,426.0,discount-10-2-10,426,10.05
00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,408,408.0,618.0,discount-10-2-10,618,125.32
00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,408,594.0,618.0,discount-10-2-10,618,125.32
00e20b4ca129458aaab0f4727ef3513a,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,618.0,discount-10-2-10,618,125.32
00e52682848542c3a6f59b7824e9a5c5,0b1e1539f2cc45b7b9fa7c272da2e1d7,408,522.0,624.0,discount-20-5-10,624,7.32
00e8d701c583461e81cc10053681a12b,2298d6c36e964ae4a3e7e9706d1fb8c2,168,276.0,324.0,discount-7-3-7,324,2.98
00e9f403afa641889cd034ee7c7ca6e9,0b1e1539f2cc45b7b9fa7c272da2e1d7,408,504.0,540.0,discount-20-5-10,540,13.1
00e9f403afa641889cd034ee7c7ca6e9,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,504.0,540.0,discount-20-5-10,540,13.1
00ed7e22b32749cfafbfd88592d401d4,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,174.0,198.0,bogo-5-5-7,198,23.52
00ed7e22b32749cfafbfd88592d401d4,fafdcd668e3743c1bb461111dcafc2a4,504,516.0,522.0,discount-10-2-10,522,14.64
00fac72fd6ad448e8019b175267023df,0b1e1539f2cc45b7b9fa7c272da2e1d7,576,594.0,642.0,discount-20-5-10,642,23.87
00fac72fd6ad448e8019b175267023df,ae264e3637204a6fb9bb56bc8210ddfd,0,0.0,6.0,bogo-10-10-7,6,26.69
00fdd4416dec40b49180814c0a7c8d76,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,600.0,discount-10-2-10,600,31.16
0103de989e084e0fab400e80678d7591,f19421c1d4aa40978ebb69ca19b0e20d,576,588.0,588.0,bogo-5-5-5,588,9.0
0103de989e084e0fab400e80678d7591,fafdcd668e3743c1bb461111dcafc2a4,336,384.0,384.0,discount-10-2-10,384,20.2
0106d19a26af41288035afc4b9b6c2c2,f19421c1d4aa40978ebb69ca19b0e20d,576,606.0,672.0,bogo-5-5-5,672,6.64
01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,0,6.0,12.0,discount-7-3-7,12,13.92
01162252405b4524a8fa1bf8e6d5f04b,2298d6c36e964ae4a3e7e9706d1fb8c2,408,414.0,456.0,discount-7-3-7,456,7.49
0121fe001b7a404fa9cbe486f8944baf,fafdcd668e3743c1bb461111dcafc2a4,504,516.0,516.0,discount-10-2-10,516,31.4
0123564dbaf144a88a418c33b6350c17,fafdcd668e3743c1bb461111dcafc2a4,0,0.0,36.0,discount-10-2-10,36,21.74
013094309e1b49e095c098df412d125d,2298d6c36e964ae4a3e7e9706d1fb8c2,0,12.0,108.0,discount-7-3-7,108,5.48
013094309e1b49e095c098df412d125d,2906b810c7d4411798c6938adc9daaa5,168,288.0,330.0,discount-10-2-7,330,10.12
013094309e1b49e095c098df412d125d,f19421c1d4aa40978ebb69ca19b0e20d,336,348.0,384.0,bogo-5-5-5,384,9.06
01380da907f8495496679c795867790b,4d5c57ea9a6940dd891ad53e9dbe8da0,168,168.0,216.0,bogo-10-10-5,216,13.84
01380da907f8495496679c795867790b,f19421c1d4aa40978ebb69ca19b0e20d,336,366.0,396.0,bogo-5-5-5,396,18.19
013f2c82889f4641a9b847a48861cce0,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,336.0,336.0,discount-20-5-10,336,22.9
013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,168,174.0,222.0,bogo-5-5-5,222,23.75
013f2c82889f4641a9b847a48861cce0,f19421c1d4aa40978ebb69ca19b0e20d,504,504.0,528.0,bogo-5-5-5,528,12.77
01443a2afce54939a323c978f467c540,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,438.0,438.0,bogo-5-5-7,438,28.39
01443a2afce54939a323c978f467c540,ae264e3637204a6fb9bb56bc8210ddfd,576,576.0,606.0,bogo-10-10-7,606,37.2
01443a2afce54939a323c978f467c540,f19421c1d4aa40978ebb69ca19b0e20d,336,336.0,342.0,bogo-5-5-5,342,35.33
01443a2afce54939a323c978f467c540,fafdcd668e3743c1bb461111dcafc2a4,504,510.0,510.0,discount-10-2-10,510,29.22
014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,336,336.0,348.0,discount-10-2-10,348,33.04
014899c751254a62a96ce676eb11ddc2,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,618.0,discount-10-2-10,618,29.23
0157e63b39c5456393026c6c03f3d84a,0b1e1539f2cc45b7b9fa7c272da2e1d7,168,168.0,234.0,discount-20-5-10,234,27.83
0157e63b39c5456393026c6c03f3d84a,4d5c57ea9a6940dd891ad53e9dbe8da0,408,426.0,432.0,bogo-10-10-5,432,25.04
015c3d28c67e46aa95e9ec97c27220e8,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0.0,12.0,discount-7-3-7,12,27.28
015c3d28c67e46aa95e9ec97c27220e8,2906b810c7d4411798c6938adc9daaa5,504,510.0,618.0,discount-10-2-7,618,22.12
015c3d28c67e46aa95e9ec97c27220e8,ae264e3637204a6fb9bb56bc8210ddfd,576,582.0,618.0,bogo-10-10-7,618,22.12
015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,168,168.0,186.0,discount-10-2-10,186,25.03
015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,168,168.0,408.0,discount-10-2-10,408,20.24
015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,168,408.0,408.0,discount-10-2-10,408,20.24
015c3d28c67e46aa95e9ec97c27220e8,fafdcd668e3743c1bb461111dcafc2a4,408,408.0,408.0,discount-10-2-10,408,20.24
015ef929e016415098eeae8ce59da721,2906b810c7d4411798c6938adc9daaa5,576,630.0,708.0,discount-10-2-7,708,5.1
016086228d58476599d0b47881c25509,2906b810c7d4411798c6938adc9daaa5,576,594.0,648.0,discount-10-2-7,648,11.17
01633b71b3a2457aa7d35d8bcc3afb5a,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,552.0,600.0,discount-20-5-10,600,24.76
01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,336,336.0,336.0,bogo-10-10-7,336,11.99
01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,336,336.0,414.0,bogo-10-10-7,414,22.37
01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,336,408.0,414.0,bogo-10-10-7,414,22.37
01633b71b3a2457aa7d35d8bcc3afb5a,ae264e3637204a6fb9bb56bc8210ddfd,408,408.0,414.0,bogo-10-10-7,414,22.37
01633b71b3a2457aa7d35d8bcc3afb5a,fafdcd668e3743c1bb461111dcafc2a4,576,594.0,600.0,discount-10-2-10,600,24.76
016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,408,432.0,432.0,discount-10-2-10,432,15.88
016edb1d1d67477391c5337545a5d98a,fafdcd668e3743c1bb461111dcafc2a4,576,600.0,678.0,discount-10-2-10,678,13.35
017160c1cdb845d48abec3c330b4427e,ae264e3637204a6fb9bb56bc8210ddfd,504,540.0,570.0,bogo-10-10-7,570,18.81
01784d3e205548a594ba3fcdbdaaf17d,4d5c57ea9a6940dd891ad53e9dbe8da0,408,444.0,516.0,bogo-10-10-5,516,24.67
01784d3e205548a594ba3fcdbdaaf17d,ae264e3637204a6fb9bb56bc8210ddfd,504,516.0,516.0,bogo-10-10-7,516,24.67
017a93d1204f457bbe85f5e7de062b56,2906b810c7d4411798c6938adc9daaa5,408,468.0,468.0,discount-10-2-7,468,13.59
017a93d1204f457bbe85f5e7de062b56,f19421c1d4aa40978ebb69ca19b0e20d,576,576.0,594.0,bogo-5-5-5,594,7.69
017febbe52e64ac19cf28cf0d44386e4,2298d6c36e964ae4a3e7e9706d1fb8c2,408,444.0,510.0,discount-7-3-7,510,31.02
017febbe52e64ac19cf28cf0d44386e4,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,204.0,204.0,bogo-5-5-7,204,37.0
017febbe52e64ac19cf28cf0d44386e4,ae264e3637204a6fb9bb56bc8210ddfd,0,0.0,60.0,bogo-10-10-7,60,713.2
01873cc8de734961949af7c04b2e9872,fafdcd668e3743c1bb461111dcafc2a4,336,348.0,396.0,discount-10-2-10,396,5.73
01887dcd32b64feb807e2436548b6c87,2298d6c36e964ae4a3e7e9706d1fb8c2,408,408.0,570.0,discount-7-3-7,570,25.04
01887dcd32b64feb807e2436548b6c87,9b98b8c7a33c4b65b9aebfe6a799e6d9,504,522.0,570.0,bogo-5-5-7,570,25.04
018a49ffb8cf4812903e7c1f56fbb0b0,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,420.0,420.0,bogo-5-5-7,420,6.46
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,0,0.0,66.0,bogo-5-5-5,66,12.79
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,504,528.0,558.0,bogo-5-5-5,558,10.0
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,504,528.0,594.0,bogo-5-5-5,594,5.73
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,504,588.0,594.0,bogo-5-5-5,594,5.73
018a49ffb8cf4812903e7c1f56fbb0b0,f19421c1d4aa40978ebb69ca19b0e20d,576,588.0,594.0,bogo-5-5-5,594,5.73
018b8f83176d471db63d9733c741fc8a,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,456.0,552.0,bogo-5-5-7,552,18.47
018b8f83176d471db63d9733c741fc8a,f19421c1d4aa40978ebb69ca19b0e20d,168,192.0,228.0,bogo-5-5-5,228,18.57
01925607d99c460996c281f17cdbb9e2,4d5c57ea9a6940dd891ad53e9dbe8da0,408,450.0,510.0,bogo-10-10-5,510,25.48
01925607d99c460996c281f17cdbb9e2,f19421c1d4aa40978ebb69ca19b0e20d,336,336.0,336.0,bogo-5-5-5,336,29.14
01956670cf414b309675aa73368b94a9,2298d6c36e964ae4a3e7e9706d1fb8c2,168,234.0,282.0,discount-7-3-7,282,19.92
01956670cf414b309675aa73368b94a9,2906b810c7d4411798c6938adc9daaa5,336,384.0,420.0,discount-10-2-7,420,21.56
01956670cf414b309675aa73368b94a9,4d5c57ea9a6940dd891ad53e9dbe8da0,0,24.0,72.0,bogo-10-10-5,72,23.62
0199681637524988a14245632b8376af,4d5c57ea9a6940dd891ad53e9dbe8da0,336,336.0,384.0,bogo-10-10-5,384,26.94
0199681637524988a14245632b8376af,ae264e3637204a6fb9bb56bc8210ddfd,504,510.0,516.0,bogo-10-10-7,516,25.34
0199681637524988a14245632b8376af,f19421c1d4aa40978ebb69ca19b0e20d,0,0.0,24.0,bogo-5-5-5,24,13.78
019be0c6f8fd4000b1967c7308b4bdf4,2906b810c7d4411798c6938adc9daaa5,504,534.0,546.0,discount-10-2-7,546,6.85
019be0c6f8fd4000b1967c7308b4bdf4,fafdcd668e3743c1bb461111dcafc2a4,0,6.0,18.0,discount-10-2-10,18,12.41
019ed95d987446e3947da0246cdab831,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,24.0,78.0,bogo-5-5-7,78,22.41
01a202a9021e40aeaa5451a5d134c16c,fafdcd668e3743c1bb461111dcafc2a4,0,0.0,126.0,discount-10-2-10,126,37.66
01a5e8b57bc04e0292525f3e2817fa17,2298d6c36e964ae4a3e7e9706d1fb8c2,0,18.0,90.0,discount-7-3-7,90,17.76
01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,342.0,426.0,bogo-5-5-7,426,15.56
01ab25c31f034f85bc4ac9d286fb7a76,9b98b8c7a33c4b65b9aebfe6a799e6d9,576,582.0,606.0,bogo-5-5-7,606,17.87
01ab25c31f034f85bc4ac9d286fb7a76,ae264e3637204a6fb9bb56bc8210ddfd,504,516.0,546.0,bogo-10-10-7,546,19.8
01ab25c31f034f85bc4ac9d286fb7a76,fafdcd668e3743c1bb461111dcafc2a4,168,168.0,300.0,discount-10-2-10,300,573.13
01ac633821f0498893320b41b5b22dfc,9b98b8c7a33c4b65b9aebfe6a799e6d9,168,198.0,204.0,bogo-5-5-7,204,23.3
01ac633821f0498893320b41b5b22dfc,fafdcd668e3743c1bb461111dcafc2a4,504,522.0,528.0,discount-10-2-10,528,22.36
01b6d7e8f0884deb936a8a7f15dba895,2906b810c7d4411798c6938adc9daaa5,408,420.0,558.0,discount-10-2-7,558,12.78
01b6d7e8f0884deb936a8a7f15dba895,fafdcd668e3743c1bb461111dcafc2a4,504,510.0,558.0,discount-10-2-10,558,12.78
01de69b5edab4b89859ea8a7214ba35a,2298d6c36e964ae4a3e7e9706d1fb8c2,0,0.0,108.0,discount-7-3-7,108,23.52
01de69b5edab4b89859ea8a7214ba35a,2298d6c36e964ae4a3e7e9706d1fb8c2,336,336.0,360.0,discount-7-3-7,360,637.32
01e09d713abe4a36a70a33fe4b40534e,4d5c57ea9a6940dd891ad53e9dbe8da0,408,420.0,426.0,bogo-10-10-5,426,19.58
01e8739670a042b3877f8e843bdf55a7,fafdcd668e3743c1bb461111dcafc2a4,168,174.0,186.0,discount-10-2-10,186,22.76
01e8739670a042b3877f8e843bdf55a7,fafdcd668e3743c1bb461111dcafc2a4,504,570.0,612.0,discount-10-2-10,612,26.66
01e91c5bc14148b2a4de0ce819e4c500,f19421c1d4aa40978ebb69ca19b0e20d,408,414.0,426.0,bogo-5-5-5,426,7.35
01ef4c6618b64334a15914ff9963eaac,2298d6c36e964ae4a3e7e9706d1fb8c2,336,336.0,384.0,discount-7-3-7,384,18.38
01f33ff554d0443a9841adfd66d253f6,2906b810c7d4411798c6938adc9daaa5,336,336.0,378.0,discount-10-2-7,378,16.17
01f46a5191424005af436cdf48a5da7c,9b98b8c7a33c4b65b9aebfe6a799e6d9,0,6.0,12.0,bogo-5-5-7,12,18.18
01f46a5191424005af436cdf48a5da7c,ae264e3637204a6fb9bb56bc8210ddfd,336,336.0,384.0,bogo-10-10-7,384,22.31
01f663b988964a4caca8b19abecb551d,fafdcd668e3743c1bb461111dcafc2a4,336,336.0,336.0,discount-10-2-10,336,14.56
01ff6c5d8d014dbd8c120e2b43a065ea,9b98b8c7a33c4b65b9aebfe6a799e6d9,336,432.0,444.0,bogo-5-5-7,444,6.77
01ff6c5d8d014dbd8c120e2b43a065ea,9b98b8c7a33c4b65b9aebfe6a799e6d9,408,432.0,444.0,bogo-5-5-7,444,6.77
01ff6c5d8d014dbd8c120e2b43a065ea,f19421c1d4aa40978ebb69ca19b0e20d,576,588.0,606.0,bogo-5-5-5,606,11.75
0200f61c69da4c2ea078842cdaf234e6,2298d6c36e964ae4a3e7e9706d1fb8c2,168,180.0,228.0,discount-7-3-7,228,23.74
0200f61c69da4c2ea078842cdaf234e6,2906b810c7d4411798c6938adc9daaa5,336,420.0,450.0,discount-10-2-7,450,18.5
0200f61c69da4c2ea078842cdaf234e6,2906b810c7d4411798c6938adc9daaa5,408,420.0,450.0,discount-10-2-7,450,18.5
0200f61c69da4c2ea078842cdaf234e6,2906b810c7d4411798c6938adc9daaa5,576,576.0,684.0,discount-10-2-7,684,22.09
0200f61c69da4c2ea078842cdaf234e6,4d5c57ea9a6940dd891ad53e9dbe8da0,0,42.0,90.0,bogo-10-10-5,90,15.67
020354b1aea342cbaa018993f68fba68,2298d6c36e964ae4a3e7e9706d1fb8c2,504,528.0,666.0,discount-7-3-7,666,6.78
0206e1388c34454caba2b7fce3123943,4d5c57ea9a6940dd891ad53e9dbe8da0,0,0.0,0.0,bogo-10-10-5,0,16.62
0206e1388c34454caba2b7fce3123943,f19421c1d4aa40978ebb69ca19b0e20d,336,336.0,414.0,bogo-5-5-5,414,20.86
020be6e9805649858595dfbaab15ccd7,2298d6c36e964ae4a3e7e9706d1fb8c2,504,504.0,570.0,discount-7-3-7,570,7.36
020cd0f8047142e18a754303f9337d53,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,414.0,bogo-5-5-5,414,19.11
020d72e77c704c42bb0a858c1aaa3bcd,0b1e1539f2cc45b7b9fa7c272da2e1d7,504,510.0,528.0,discount-20-5-10,528,18.5
020d72e77c704c42bb0a858c1aaa3bcd,4d5c57ea9a6940dd891ad53e9dbe8da0,168,168.0,168.0,bogo-10-10-5,168,12.24
020d72e77c704c42bb0a858c1aaa3bcd,f19421c1d4aa40978ebb69ca19b0e20d,408,438.0,522.0,bogo-5-5-5,522,9.88
0215efe5136d4a038cb81eae92d59368,0b1e1539f2cc45b7b9fa7c272da2e1d7,336,342.0,534.0,discount-20-5-10,534,11.96
0215efe5136d4a038cb81eae92d59368,2298d6c36e964ae4a3e7e9706d1fb8c2,576,588.0,618.0,discount-7-3-7,618,14.47
0215efe5136d4a038cb81eae92d59368,f19421c1d4aa40978ebb69ca19b0e20d,504,528.0,534.0,bogo-5-5-5,534,11.96
0215efe5136d4a038cb81eae92d59368,fafdcd668e3743c1bb461111dcafc2a4,0,0.0,6.0,discount-10-2-10,6,14.43
021616b8deea46438e3badc7fca5894d,4d5c57ea9a6940dd891ad53e9dbe8da0,0,18.0,96.0,bogo-10-10-5,96,23.86
021616b8deea46438e3badc7fca5894d,fafdcd668e3743c1bb461111dcafc2a4,168,168.0,234.0,discount-10-2-10,234,19.4
0217c4393fd54e74a523b63c0fcc3da5,f19421c1d4aa40978ebb69ca19b0e20d,408,408.0,426.0,bogo-5-5-5,426,20.95
0218964095c94da0bfac44cf40c9343f,fafdcd668e3743c1bb461111dcafc2a4,336,348.0,354.0,discount-10-2-10,354,14.88
021adce38ab34ede96422ae107643fd5,2298d6c36e964ae4a3e7e9706d1fb8c2,576,576.0,576.0,discount-7-3-7,576,15.64
021adce38ab34ede96422ae107643fd5,2906b810c7d4411798c6938adc9daaa5,168,168.0,174.0,discount-10-2-7,174,12.89
021adce38ab34ede96422ae107643fd5,2906b810c7d4411798c6938adc9daaa5,504,516.0,576.0,discount-10-2-7,576,15.64
021c1940868647efbcb40ccdb942813b,ae264e3637204a6fb9bb56bc8210ddfd,576,594.0,624.0,bogo-10-10-7,624,19.03
